points,title,description,taster_name,taster_twitter_handle,taster_photo,price,designation,variety,region_1,region_2,province,country,winery
88,Bodegas Caro 2015 Caro Malbec-Cabernet Sauvignon (Mendoza),"Compact aromas of prune and desiccated berry fruits lead to a plump but somewhat flat palate that's lacking in verve. Burnt, spicy black fruit flavors include a note of green, while this blend is distinctly herbal and minty on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,63,Caro,Malbec-Cabernet Sauvignon,Mendoza,,Mendoza Province,Argentina,Bodegas Caro
88,Bougrier 2017 Domaine Guenault Sauvignon Blanc (Touraine),"This soft, ripe wine has attractive layers of apricot fruitiness as well as crisper citrus acidity. Together these two flavors give the wine delicious freshiness and zesty acidity at the end. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,15,Domaine Guenault,Sauvignon Blanc,Touraine,,Loire Valley,France,Bougrier
88,Broadside 2016 Margarita Vineyard Cabernet Sauvignon (Paso Robles),"Dried berries, loamy earth and dried mint show on the nose of this fairly priced Cab that's great for everyday sipping and versatile with a variety of foods. The palate combines dried plum flavors with a strong sense of dried herbs and earthy elements. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,18,Margarita Vineyard,Cabernet Sauvignon,Paso Robles,Central Coast,California,US,Broadside
88,Bulas 2016 Vintage  (Port),"This sweeter style of Port has generous tannins surrounded by full blackberry fruits. It is rich, certainly, packed with fruit and with a core of dryness that will allow the wine to age. Drink from 2027. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,85,Vintage,Port,,,Port,Portugal,Bulas
88,Buttonwood 2016 Merlot (Santa Ynez Valley),"This fresh, twist-top bottling makes for a great weekday table win, starting with aromas of light red fruit, oregano and damp wood. There's a strong herbal kick to the palate, which gives depth to the tangy cranberry fruit and lighter texture. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,26,,Merlot,Santa Ynez Valley,Central Coast,California,US,Buttonwood
88,Ca' del Baio 2013 Asili Riserva  (Barbaresco),"This opens with toasted oak, tobacco and dark-skinned fruit aromas. The taut palate offers sour cherry, mocha and vanilla alongside close-grained tannins. Drink after 2022. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,112,Asili Riserva,Nebbiolo,Barbaresco,,Piedmont,Italy,Ca' del Baio
88,Cortes de Cima 2015 Amphora Red (Alentejano),"Fermented and aged in clay amphorae, the wine is full of red-berry flavors. It has a lean character, bringing out tannins and acidity as well as the fruit. The juicy fruit and attractive balance of the wine show that it is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,45,Amphora,Portuguese Red,,,Alentejano,Portugal,Cortes de Cima
88,Coyote Canyon 2017 Albariño (Horse Heaven Hills),"Pleasing aromas of pear, melon and banana chips are followed by pure fruit flavors with a rounded feel. It brings a pleasing snap of acidity on the banana-filled finish. ",Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,19,,Albariño,Horse Heaven Hills,Columbia Valley,Washington,US,Coyote Canyon
88,Cusumano 2017 Alta Mora Nerello Mascalese (Etna),"Delicate scents of wild rose, woodland berry and Mediterranean herb lead the nose. The fresh palate offers red currant, pomegranate and a hint of saline alongside tangy acidity. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,25,Alta Mora,Nerello Mascalese,Etna,,Sicily & Sardinia,Italy,Cusumano
88,D'Arenberg 2016 The Olive Grove Chardonnay (McLaren Vale-Adelaide Hills),"Bursting through the gate with peach, lemon balm and ginger spice, this is a medium-bodied, fruity little number with a good whack of toasty oak. It's simple but enjoyable. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,17,The Olive Grove,Chardonnay,McLaren Vale-Adelaide Hills,,South Australia,Australia,D'Arenberg
88,Delfino 2016 Cabernet Sauvignon (Umpqua Valley),"A buttery mouthfeel and a palate loaded with sweet spices make this instantly charming. It's forward and certainly flavorful, though off-center as far as varietal specificity. Aged 18 months in French oak, how much was new unspecified, it hides its black cherry fruit in a wash of spicy tannins. ",Paul Gregutt,@paulgwine,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Paul_Greggutt_300x450.jpg,33,,Cabernet Sauvignon,Umpqua Valley,Southern Oregon,Oregon,US,Delfino
88,Di Meo 2010 Vigna Olmo Riserva  (Taurasi),"Aromas of toasted oak, underbrush, withered violet, black-skinned grape and eucalyptus mingle with a whiff of wet fur that eventually blows off. The palate is rather evolved, showing prune, espresso, clove and toasted hazelnut alongside drying tannins. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,60,Vigna Olmo Riserva,Aglianico,Taurasi,,Southern Italy,Italy,Di Meo
88,Domaine Fouassier 2016 Sur le Fort  (Sancerre),"Light, bright and still fresh, this is a fruity wine. Its acidity, green fruits and light texture push it forward and lead to a refreshing, crisp aftertaste. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,49,Sur le Fort,Sauvignon Blanc,Sancerre,,Loire Valley,France,Domaine Fouassier
88,Domaine Jean-Paul Balland 2016  Sancerre,"This perfumed, red-cherry-flavored wine has just a hint of wood. It is young and full of juicy fruit with a dry core that will soften to give a rounded, bright wine. Drink from 2020. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,23,,Pinot Noir,Sancerre,,Loire Valley,France,Domaine Jean-Paul Balland
88,Domaine La Croix Canat 2017 Chantepleure  (Pouilly-Fumé),"Under the same ownership as Domaine Tinel-Blondelet, this estate has made a crisply textured wine, intense with acidity and still very young. Its freshness and brightness need to soften, so drink from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,23,Chantepleure,Sauvignon Blanc,Pouilly-Fumé,,Loire Valley,France,Domaine La Croix Canat
88,Domaine Matthias et Emile Roblin 2017 Enclos de Malmbray  (Sancerre),"Malmbray is the home village of the Roblin winery. The Kimmeridgian chalk soil gives intensely crisp wines, like this, that are full of taut citrus and herbal flavors. Drink from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,30,Enclos de Malmbray,Sauvignon Blanc,Sancerre,,Loire Valley,France,Domaine Matthias et Emile Roblin
88,Dry Creek Vineyard 2017 Fumé Blanc (Sonoma County),"This remains one of the best wine values on the planet: a Loire-style, stainless-steel fermented beauty that the winery has been making for 46 years. Guava, peach and apricot surround buzzy acidity in a crowd-pleasing quaff of undeniable quality and freshness. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,15,,Fumé Blanc,Sonoma County,Sonoma,California,US,Dry Creek Vineyard
88,Emerald Hare 2016 Red (Mendocino),"This is an elegant, dry wine with great balance, a sleek texture and plenty of black-cherry and dark plum flavors. Equal parts Zinfandel and Merlot plus a dash of Cabernet Sauvignon form the blend. Good acidity and moderate tannins give it some nice heft on the palate and there is little oak influence to take away from its fruit focus. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,15,,Red Blends,Mendocino,Mendocino County,California,US,Emerald Hare
88,Encostas de Estremoz 2017 Tinto Red (Alentejano),"As its name indicates, this wine comes from vineyards around the hilltop town of Estremoz. It is a young fruity wine with soft tannins and open juicy black-fruit flavors. It is rich and ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,10,Tinto,Portuguese Red,,,Alentejano,Portugal,Encostas de Estremoz
88,Gratavinum 2011 2?R Red (Priorat),"Raisiny aromas of prune and desiccated cassis feed into a full pudgy palate. This is rich to the breaking point, with ultraripe flavors of baked plum and berry fruits. Chocolate is the main flavor on an oaky, thick finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,40,2?R,Red Blends,Priorat,,Catalonia,Spain,Gratavinum
88,Hawk Watch Winery 2014 Cold Fusion Red (South Coast),"This blend of Grenache, Syrah and Petite Sirah starts with tart red-currant aromas mixed with marjoram, oregano, light licorice and soil. The lighter-bodied palate is strongly herbal and minty. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,32,Cold Fusion,Rhône-style Red Blend,South Coast,South Coast,California,US,Hawk Watch Winery
88,Henri Bourgeois 2017 Les Baronnes  (Sancerre),"All about ripe, tropical fruits and freshness, this is an immediately attractive wine. It is open, easy and developing quickly. Already the bright fruits and tangy acidity are forward and refreshing. Drink this wine from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,25,Les Baronnes,Sauvignon Blanc,Sancerre,,Loire Valley,France,Henri Bourgeois
88,Hyland 2016 Dijon 115 Old Vine Pinot Noir (McMinnville),"The winery has added “Old Vine” and “Single Clone” to its labels, though without much information as to how old the vines may be. It's an unregulated term to begin with, so specific information would be welcome. Purple berries, orange juice and some alcoholic burn comprise this rather straightforward effort. Drink now–2022. ",Paul Gregutt,@paulgwine,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Paul_Greggutt_300x450.jpg,65,Dijon 115 Old Vine,Pinot Noir,McMinnville,Willamette Valley,Oregon,US,Hyland
88,J Vineyards & Winery 2016 Pinot Noir (Sonoma County-Monterey County-Santa Barbara County),"Sonoma County provides the majority of the fruit for this multi-appellation red, a bold, richly layered wine with grippy, gritty texture. Full-bodied boysenberry flavor upholds seasonings of licorice and cardamom, remaining velvety on the finish. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,25,,Pinot Noir,Sonoma County-Monterey County-Santa Barbara County,California Other,California,US,J Vineyards & Winery
88,J Wrigley NV Jubilation Rosé of Pinot Noir (McMinnville),"Sealed with a crown cap and sporting a festive label, this bursts forth with lush fruit flavors of hard cherry candy and strawberry soda. You won't mistake it for true Champagne, and you won't mind that a bit. It's fresh, lively and flat-out fun. ",Paul Gregutt,@paulgwine,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Paul_Greggutt_300x450.jpg,24,Jubilation Rosé of,Pinot Noir,McMinnville,Willamette Valley,Oregon,US,J Wrigley
88,Jacquart NV Extra Brut Mosaïque  (Champagne),"This wine makes up for the low dosage with the clean, perfumed richness of the fruit. A blend of all three main Champagne grapes, but with a slight preponderance of Chardonnay, it has a crisp texture, touches of minerality and a bright, lively and freshly fruity aftertaste. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,50,Extra Brut Mosaïque,Champagne Blend,Champagne,,Champagne,France,Jacquart
83,Bodegas Franco-Españolas 2017 Rioja Bordón Rosé (Rioja),"Peach and fleshy cantaloupe aromas are on the wan side. This blend of Garnacha and Viura lacks acidity, and hence is aimless on the palate. Dry, powdery flavors are less than exact, while this shows little to no kick on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,,Rioja Bordón,Rosé,Rioja,,Northern Spain,Spain,Bodegas Franco-Españolas
83,Monowai 2017 Pinot Rosé (Hawke's Bay),"Deep orange/pink in color, like that of drying rose petals, this wine falls on the flat and overripe side, with a cabbage-like vegetal quality amidst the dense red berry fruit. The palate is heavy and finishes on a bitter note. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,15,Pinot,Rosé,,,Hawke's Bay,New Zealand,Monowai
83,San Pedro 2017 1865 Selected Vineyards Pinot Noir (Elqui Valley),"Aromas of latex, iodine, cocoa powder and spiced red currant are funky in an Elqui way. A tight, drawing palate is far from elegant, while this tastes of weedy currant and plum. A pervasive green character lingers on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,16,1865 Selected Vineyards,Pinot Noir,,,Elqui Valley,Chile,San Pedro
83,Univitis 2016 L'Heritage du Marquis de Greyssac  (Bordeaux),"This soft, lightly tannic wine suggests red berries and a touch of spice. The wine is open and ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,17,L'Heritage du Marquis de Greyssac,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Univitis
82,Black Box 2016 Red (California),This wine has a brothy veggie aroma and fruity flavors that are slightly sweet and overripe like raisins and prunes. It is medium bodied and a bit syrupy in texture. ,Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,25,,Red Blends,California,California Other,California,US,Black Box
82,Millésimé 2014 Orange Muscat (Santa Barbara County),"Nutty and oxidized on the nose, this bottling offers an apple-cider aroma. Sour yellow apples show on the sip. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,26,,Orange Muscat,Santa Barbara County,Central Coast,California,US,Millésimé
82,Montecillo 2017 Rosé (Rioja),"Aromas of chewing gum are about all this lacking rosé has to offer. A flat, chunky palate announces a wine that's quickly fading, while this tastes bitter and fruitless on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,10,,Rosé,Rioja,,Northern Spain,Spain,Montecillo
82,Viaggio 2014 Outta the House! Tempranillo (Lodi),"This is a basic table wine, light and a bit brownish in color, that tastes a little tired and has flavors like tea and raspberry vinegar. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,25,Outta the House!,Tempranillo,Lodi,Central Valley,California,US,Viaggio
82,Errazuriz 2017 Max Reserva Pinot Noir (Aconcagua Valley),"Herbal, gamy aromas are short on fruit and ripeness. This feels big but awkward and out of balance. Saucy plum and red currant flavors are broken and taste of oak and chicken fat. A clipped finish confirms that this is a strained and lacking Pinot Noir. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,21,Max Reserva,Pinot Noir,,,Aconcagua Valley,Chile,Errazuriz
82,Maison Hebrard 2016 Bel Air  (Bordeaux),"This unfocused wine has hard tannins and a firm structure. What's missing is the fruit, which may not come through. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,14,Bel Air,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Maison Hebrard
82,Paal 2014 01 Syrah (Navarra),"Out of the chute, this Syrah is downright weird, with roasted, funky aromas of red fruit, citrus and green herb. A fleshy, sticky, thick mouthfeel is lacking in balance, while this tastes of burnt, nutty berry fruits that finish green and herbal. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,23,01,Syrah,Navarra,,Northern Spain,Spain,Paal
82,Estampa 2017 Reserva Viognier-Chardonnay (Colchagua Valley),"Light floral and lemon aromas are chemical and unconvincing. This odd blend of 90% Viognier with 10% Chardonnay is dilute in feel. Briny melon flavors have no depth, while this is flat on the finish due to low acidity. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,16,Reserva,Viognier-Chardonnay,,,Colchagua Valley,Chile,Estampa
82,Junta 2018 Reserve Momentos Cabernet Sauvignon (Curicó Valley),"Aromas of clove, mint and wood grain smell cheap and a bit fake. This Cabernet is thick and grabby, with rough tannins. Clove, oak and generic berry flavors finish with a lasting flavor of artificial minty oak. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,10,Reserve Momentos,Cabernet Sauvignon,,,Curicó Valley,Chile,Junta
81,Berberana NV Gran Tradición Semi Seco Sparkling (Cava),"Mint gumdrop is about the only discernible aroma this off-dry Cava offers. A thick, chunky palate is unrefined and lacking in vitality and clarity. Briny yet sweet white fruit flavors are oddly tomatoey on the finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Gran Tradición Semi Seco,Sparkling Blend,Cava,,Catalonia,Spain,Berberana
81,Messina Hof 2017 Dry Cuvée Sauvignon Blanc (Texas),"This wine is offers pungent aromas of banana, gooseberry and gummy bears. The palate brings more of that intense banana along with Macintosh apple and pineapple. Zippy lime acidity flows through out ending on a grapefruit pith and green banana note. ",Fiona Adams,@bkfiona,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Fiona_Adams_300x450.jpg,19,Dry Cuvée,Sauvignon Blanc,Texas,,Texas,US,Messina Hof
81,Cigar Box 2016 Old Vine Hand Harvested Cabernet Sauvignon (Central Valley),"Soupy, grassy aromas announce an underripe, unimpressive Cabernet. A chunky, gummy palate holds green, grassy flavors of mint, alfalfa and clove. Weedy berry flavors and drying tannins confirm that this is sketchy at best. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,11,Old Vine Hand Harvested,Cabernet Sauvignon,,,Central Valley,Chile,Cigar Box
81,Butternut 2016 Chardonnay (California),"Piney, petrol aromas and smoky, oaky, herbal flavors give an unusual profile to this medium-bodied wine. It's not what most people expect in a Chardonnay. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,15,,Chardonnay,California,California Other,California,US,Butternut
81,Casas del Bosque 2015 Gran Reserva Estate Bottled Chardonnay (Casablanca Valley),"A bright gold color and briny, oily aromas of mango, nectarine and pumpkin are more common to a late-harvest Pinot Gris than to a dry Chardonnay. A viscous palate is tired and seemingly spent, while this tastes of botrytized, oxidized stone fruit along with squash. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,17,Gran Reserva Estate Bottled,Chardonnay,,,Casablanca Valley,Chile,Casas del Bosque
80,Marqués de Riscal 2016 Rosé (Rioja),"Up front, there's no fruit to this and instead aromas of rot and chemicals. A bitter flavor profile dominated by grape skin and petrol culminates in a flat and tasteless finish. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,10,,Rosé,Rioja,,Northern Spain,Spain,Marqués de Riscal
92,Roblar 2016 Estate Petit Verdot (Santa Ynez Valley),"Fresh aromas of black raspberry, lavender, wet gravel and cedar are an impressive welcome to this estate focus on a variety that's rarely used alone. The palate balances chalky, firm tannins with black-currant, blackberry-jam and dark slate flavors. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,40,Estate,Petit Verdot,Santa Ynez Valley,Central Coast,California,US,Roblar
92,Terredora Di Paolo 2011 Pago dei Fusi  (Taurasi),"Pipe tobacco, star anise, baking spice, blue flower, menthol and blackberry aromas are front and center in this fragrant red. On the taut, medium-bodied palate, fine-grained tannins give structure to crushed raspberry, juicy Marasca cherry, licorice and a hint of incense. Drink 2021–2031. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,60,Pago dei Fusi,Aglianico,Taurasi,,Southern Italy,Italy,Terredora Di Paolo
92,The Eyrie Vineyards 2015 Sisters Pinot Noir (Dundee Hills),"The Sisters designate references the vineyard's three Pinot plantings—Blanc, Gris and Noir. Planted in 1987, the mix of Pommard and Wadenswil clones is scented with orange blossoms and shows elegant flavors of watermelon and strawberry. Clean and fresh, this wine, as with all the Eyrie Pinots, will age quite beautifully. ",Paul Gregutt,@paulgwine,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Paul_Greggutt_300x450.jpg,45,Sisters,Pinot Noir,Dundee Hills,Willamette Valley,Oregon,US,The Eyrie Vineyards
92,Tornatore 2015 Trimarchisa Rosso  (Etna),"Aromas of tobacco, menthol, coconut and a whiff of oak-driven spice lead the bouquet of this wine. The firm, focused palate boasts fine-grained tannins that lithely support flavors of dried black cherry, ripe raspberry, star anise and espresso. Drink 2020–2025. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,85,Trimarchisa Rosso,Red Blends,Etna,,Sicily & Sardinia,Italy,Tornatore
91,Quinta do Sagrado 2016 Sagrado Tinto Red (Douro),"This concentrated wine is packed with tannins and dark fruit. Still young, it has a firm structure, rich fruitiness and acidity and a solid dry core. With all this power, it needs to age. Drink this fine wine from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,45,Sagrado Tinto,Portuguese Red,,,Douro,Portugal,Quinta do Sagrado
91,August Kesseler 2017 The Daily August Riesling (Rheingau),"There's an invigorating lime and mineral exuberance to this wine that's reminiscent of a gin and tonic on a blistering summer afternoon. It's a light-bodied, frisky Riesling full of crisp-tart green plum, lime and lemon flavors. The finish is long and refreshingly mineral. Enjoy now–2023. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,25,The Daily August,Riesling,,,Rheingau,Germany,August Kesseler
91,Barale Fratelli 2014 Bussia  (Barolo),"This fragrant red opens with aromas of rose petal, new leather, wild berry and menthol. The racy ethereal palate offers wild strawberry, sour cherry, star anise and thyme framed in polished tannins and vibrant acidity. Drink through 2024. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,92,Bussia,Nebbiolo,Barolo,,Piedmont,Italy,Barale Fratelli
91,Bernardus 2016 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),"Elegantly earthy on the nose, this bottling starts with aromas of pomegranate, rose petals and dried herbs. The palate is quite tart with flavors of sour Montmorency cherry, and the savory dusting of herbs and baked earth balances the sip. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,75,Soberanes Vineyard,Pinot Noir,Santa Lucia Highlands,Central Coast,California,US,Bernardus
91,Bischöfliche Weingüter Trier 2017 Piesporter Goldtröpfchen Kabinett Riesling (Mosel),"While demure on the nose, sweet yellow peach, mango and melon flavors are exuberant on the palate of this sun-kissed Kabinett. Medium-sweet in style, its offset by zesty lemon-lime acidity and just a hint of slate minerality. A delightfully juicy wine to enjoy now through 2023 for its dazzling fruit and perfume. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,23,Piesporter Goldtröpfchen Kabinett,Riesling,,,Mosel,Germany,Bischöfliche Weingüter Trier
91,Bodega Carmen Rodríguez 2015 Carodorum Crianza  (Toro),"Blackberry-jam aromas are full, flush and lush, but not what you'd call complex. A choppy lively palate with bruising tannins isn't shocking for Toro, while this tastes of ripe black fruits, mocha and chocolate. Despite having massive tannins, this Crianza finishes just smooth enough. Drink through 2024. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,49,Carodorum Crianza,Tempranillo,Toro,,Northern Spain,Spain,Bodega Carmen Rodríguez
91,Boniperti 2014 Barton  (Fara),"Vibrant and loaded with finesse, this delicately fragrant red offers scents of wild berry, star anise and aromatic herb. The linear elegant palate delivers strawberry compote, crushed raspberry, orange zest and white pepper framed in bright acidity and refined tannins. Drink through 2024. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,,Barton,Red Blends,Fara,,Piedmont,Italy,Boniperti
