points,title,description,taster_name,taster_twitter_handle,taster_photo,price,designation,variety,region_1,region_2,province,country,winery
91,Barberani 2014 Passito Moscato (Umbria),"Made with dried Moscato grapes, this savory dessert wine opens with aromas of dried apricot and candied lemon that carry over to the elegant palate, with rosemary honey and toasted almond. It's well balanced with a long finish. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,45,Passito,Moscato,Umbria,,Central Italy,Italy,Barberani
91,Barra of Mendocino 2016 Estate Grown Cabernet Sauvignon (Mendocino),"Full flavored, well structured and well balanced, this is a handsome wine that carries its ample black-cherry and blackberry flavors on a muscular frame of fine-grained tannins and full body. The natural, concentrated grape flavors come shining through with little obvious oakiness to get in the way. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,20,Estate Grown,Cabernet Sauvignon,Mendocino,Mendocino County,California,US,Barra of Mendocino
91,Bodegas Olarra 2014 Laztana Reserva  (Rioja),"Earthy, savory aromas include notes of cured meat, dried leaves and red berries. A solid palate is grabby but in shape. Leafy, earthy flavors of roasted plum and berry fruits end with peppery spice notes and a lasting sense of dryness. Drink this by-the-book reserva through 2024. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,29,Laztana Reserva,Tempranillo,Rioja,,Northern Spain,Spain,Bodegas Olarra
91,Château Haut Boutisse 2015  Saint-Émilion,A small parcel on the Palais Cardinal estate on the plain of Saint-Émilion is treated and bottled separately. The result is a generous wine with balanced tannins and ripe berry fruits. It is a warm wine with a crisp edge. Drink from 2021. ,Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,55,,Bordeaux-style Red Blend,Saint-Émilion,,Bordeaux,France,Château Haut Boutisse
91,Collin-Bourisset 2017  Pouilly-Fuissé,"Rich and full, this wine offers apricot and creamed-apple flavors shot through with tight acidity. It is deliciously full, juicy and certain to age well. Drink from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,,,Chardonnay,Pouilly-Fuissé,,Burgundy,France,Collin-Bourisset
91,D.R. Stephens 2015 Estate Cabernet Sauvignon (Napa Valley),"Thick and rich in baked plum and toffee flavors, this is a robust, well-made wine that is integrated, supple and pleasantly direct in focus and flavor. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,85,Estate,Cabernet Sauvignon,Napa Valley,Napa,California,US,D.R. Stephens
91,Domaine Chenevières 2016 L'Homme Mort Premier Cru  (Chablis),"This rich, soft wine is very approachable. A honeyed edge balances the crisp texture and ripe apples. The wine comes from one of the more northerly of the premier crus, but it has a southerly expression that gives the warm fruit in this wine. Drink from 2020. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,40,L'Homme Mort Premier Cru,Chardonnay,Chablis,,Burgundy,France,Domaine Chenevières
91,Domaine de Cabasse 2016 Juncunditas  (Gigondas),"Plush, primary blackberry and plum flavors abound in this full-bodied, fruit-forward wine. It's soft and sensual in texture, with fine, feathery tannins and soft acidity. Its juicy fruit flavors are ready to enjoy now but should gain savory complexity through 2026. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,29,Juncunditas,Rhône-style Red Blend,Gigondas,,Rhône Valley,France,Domaine de Cabasse
91,Domaine de la Verde 2015 Prélude Red (Vacqueyras),"Prélude is this producer's entry-level red. But unadorned by oak, it's a transparent and luminous expression of pristine black fruit and heady floral perfume. Cherry and plum flavors are lusciously concentrated, accented by violet, spice and baked earth. A silky yet briskly balanced wine with fine, integrated tannins that extend on the finish. Enjoy now–2026. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,22,Prélude,Rhône-style Red Blend,Vacqueyras,,Rhône Valley,France,Domaine de la Verde
91,Domaine Fourrey 2017 Mont de Milieu Premier Cru  (Chablis),"Full and rich, this generous wine comes from one of the sunniest Premier Crus in Chablis. It offers warmth, ripe white fruits and lime flavors along with a spicy texture. The wine's richness is already enjoyable but it will be better from 2020. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,35,Mont de Milieu Premier Cru,Chardonnay,Chablis,,Burgundy,France,Domaine Fourrey
91,Domaine la Garrigue 2015 La Cantarelle Grenache-Syrah (Vacqueyras),"Intensely concentrated yet nuanced by earth, spice and flower, this powerful wine originates from 80- to 100-year-old vines of Grenache and Syrah. Luscious blackberry and cherry flavors are persistent and punchy, balanced by crisp acidity and soft, silky tannins. Enjoyable now for its vibrant fruit but should improve through 2026. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,28,La Cantarelle,Grenache-Syrah,Vacqueyras,,Rhône Valley,France,Domaine la Garrigue
91,Dubl NV Brut Metodo Classico Falanghina (Vino Spumante),"Wildflower, Mediterranean brush and citrus aromas lead the way. The juicy palate delivers lemon zest, pear and crushed stone alongside fresh acidity and an elegant perlage. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,30,Brut Metodo Classico,Falanghina,Vino Spumante,,Italy Other,Italy,Dubl
91,Easton 2016 Zinfandel (Amador County),"Smooth and creamy yet firm enough for good grip, this is a big but well-balanced wine that offers plenty of ripe berries and plums along with hints of black pepper and sage. Moderate tannins seem to build on the palate and add a good bite to the finish. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,22,,Zinfandel,Amador County,Sierra Foothills,California,US,Easton
91,Fern Ridge 2017 Sauvignon Blanc (Marlborough),"This wine gushes in tones of lime popsicle and guava flecked with honey. The juicy fruit continues on the palate, where tangy, bouncy acidity sits easily alongside a creamy texture. There's a long peach and lime finish. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,23,,Sauvignon Blanc,,,Marlborough,New Zealand,Fern Ridge
91,Fontaine du Clos 2015 Pince Lapin Grenache-Syrah (Vacqueyras),"Power and elegance calibrate neatly in this blend of 70% Grenache and 30% Syrah grapes. Juicy black cherry and plum flavors are plush and richly concentrated but maintain a freshness of acidity and zesty mineral tang. Mouthfilling and silky, it finishes long on fine but penetrating tannins. Enjoy now–2028. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,65,Pince Lapin,Grenache-Syrah,Vacqueyras,,Rhône Valley,France,Fontaine du Clos
91,Framingham 2017 Nobody's Hero Sauvignon Blanc (Marlborough),"Guava, pineapple rind, red apple skins and green herbs lead the nose. The grapefruit-tinged palate is threaded together with prickly, mouthwatering acidity, chalky wet-stone minerality and a long, juicy and spicy finish. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,14,Nobody's Hero,Sauvignon Blanc,,,Marlborough,New Zealand,Framingham
91,Giornata 2016 Il Campo Rosso Red (Paso Robles),"Light in the glass, this extremely quaffable twist top table wine is perfect for a wide range of foods and casual sipping, showing easy aromas of strawberry, baking spice and gravel on the nose. The palate is fresh with framboise, red plum, orange rind and white pepper, offering great complexity in a lightweight package. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,20,Il Campo Rosso,Red Blends,Paso Robles,Central Coast,California,US,Giornata
91,J. Coudray Bizot 2012 En Orveaux  (Echézeaux),"Surprisingly mature both in color and flavor for a wine from such a prestigious vineyard, this wine has almost passed its best. Secondary flavors are very present along with a touch of mature dryness. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,200,En Orveaux,Pinot Noir,Echézeaux,,Burgundy,France,J. Coudray Bizot
91,Joseph Drouhin 2015  Gevrey-Chambertin,"A ripe wine from a fine vintage, this is full of rich red-berry fruits, tannins and balanced acidity. It is still young, although all the elements for an excellent wine are in place. Let the tannins soften and drink from 2021. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,60,,Pinot Noir,Gevrey-Chambertin,,Burgundy,France,Joseph Drouhin
88,Decibel 2016 Crownthorpe Vineyard Sauvignon Blanc (Hawke's Bay),"This wine is all about subtle stone fruit, white spice and floral characters. The acidity is a little on the harsh side, but it's just barely kept in check by a chalky yet mouthwatering palate. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,14,Crownthorpe Vineyard,Sauvignon Blanc,,,Hawke's Bay,New Zealand,Decibel
88,Domaine Chamfort 2015 Les 2 Louis Grenache-Mourvèdre (Vacqueyras),"A 50-50 blend of Grenache and Mourvèdre, this is a plush and easy-drinking wine offering generous black cherry and plum flavor. Full bodied, soft and edged by fine, integrated tannins, it's approachable already and should drink well through 2023. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,,Les 2 Louis,Grenache-Mourvèdre,Vacqueyras,,Rhône Valley,France,Domaine Chamfort
88,Domaine Chenevières 2017  Chablis,"Produced by the Brocard family, one of the larger vineyard owners in Chablis, this wine comes from one of the most northerly villages in the region. It is crisp and lemony, with touches of yellow fruits. A bright while rich wine, it is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,20,,Chardonnay,Chablis,,Burgundy,France,Domaine Chenevières
88,Domaine Sangouard-Guyot 2017 Authentique  (Pouilly-Fuissé),"Round and fruity, this generous wine has ripe apple and crisp citrus flavors in a good balance. The texture shows it is still young, but it will fill out well. Drink from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,28,Authentique,Chardonnay,Pouilly-Fuissé,,Burgundy,France,Domaine Sangouard-Guyot
88,Doren 2016 Cabernet Sauvignon (Sonoma Valley),"Reduced on the nose, this 100% varietal wine is brawny in smoke, tar and espresso. Its fruit components are subtle and nuanced, a light mingling of cherry vanilla and red currant. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,45,,Cabernet Sauvignon,Sonoma Valley,Sonoma,California,US,Doren
88,Dourthe 2016 La Grande Cuvée  (Bordeaux),"Full and rich, this wine has weight and good potential. The tannins are firm, solid and dense with a dry core, but surrounded by generous fruit and acidity. Drink from 2020. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,14,La Grande Cuvée,Bordeaux-style Red Blend,Bordeaux,,Bordeaux,France,Dourthe
88,Easton 2017 Lot 1852 Zinfandel (Amador County),"This is a smooth relaxed wine that's easy to sip and enjoy without having to fight high alcohol or tight tannins. It has a relatively light color, plenty of plum and sour-cherry flavors and medium to full body. ",Jim Gordon,@gordone_cellars,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Jim_Gordon_BillReitzel_300x450.jpg,22,Lot 1852,Zinfandel,Amador County,Sierra Foothills,California,US,Easton
88,Eberle 2016 Eberle Estate Vineyard Cabernet Sauvignon (Paso Robles),"A bit shy in aromas at first, this bottling slowly opens up toward blackberry and caramel scents with patience. The palate is densely structured, putting texture at the forefront, with flavors of black plum and pepper arising toward the finish. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,45,Eberle Estate Vineyard,Cabernet Sauvignon,Paso Robles,Central Coast,California,US,Eberle
88,Felsina NV Brut Rosé Sparkling (Vino Spumante),"A blend of 50% Sangiovese, 30% Pinot Noir and 20% Chardonnay, this sparkler has subdued aromas of toast, wild herb and a whiff of orchard fruit. On the palate, a lively perlage wraps around dried sour cherry, bitter almond and a citrus zest note. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,37,Brut Rosé,Sparkling Blend,Vino Spumante,,Italy Other,Italy,Felsina
88,Georges Duboeuf 2016  Mâcon-Villages,"A smooth, ripe wine with great fruit and soft texture, this wine sums up the rich 2016 vintage. Hints of yellow fruits, acidity and honey are all there. This is an attractive wine to drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,20,,Chardonnay,Mâcon-Villages,,Burgundy,France,Georges Duboeuf
88,Hawley 2016 Cabernet Franc (Dry Creek Valley),"Strong in red fruit and clove and light in tannin and oak, this is a robust wine that remains soft on the palate. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,40,,Cabernet Franc,Dry Creek Valley,Sonoma,California,US,Hawley
88,It's a Headsnapper 2016 Sauvignon Blanc (Marlborough),"This is a delicate, dainty Sauvignon that glides onto the scene with lime, red apple peel and blossoms. Texturally, it's a little chalky, with an apple-focused tang, balanced acidity and a mouthwatering finish. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,15,,Sauvignon Blanc,,,Marlborough,New Zealand,It's a Headsnapper
88,Jean-Claude Boisset 2016 Château London  (Mâcon-Igé),"This is a crisp wine, full of bright acidity and with a nice touch of honey to make it richer. A hint of minerality adds to the attractive texture of this ripe and fresh wine. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,20,Château London,Chardonnay,Mâcon-Igé,,Burgundy,France,Jean-Claude Boisset
88,Josh Cellars 2016 Reserve Chardonnay (Sonoma County),"Fleshy and lush in baked apple, pear and fig, this wine has a balanced backbone of acidity that gives it a freshness around the fruit. It seriously overdelivers on price. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,17,Reserve,Chardonnay,Sonoma County,Sonoma,California,US,Josh Cellars
88,Junta 2017 Gran Reserva Cabernet Sauvignon (Curicó Valley),"Earthy berry and plum aromas are fruity and clean enough to earn a positive rating. This Cabernet feels crisp and snappy, and maybe a touch scratchy. Plum, berry and currant flavors don't rise to a level of elegance or complexity, but overall this is tasty, fresh and balanced. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Gran Reserva,Cabernet Sauvignon,,,Curicó Valley,Chile,Junta
